0.000000, -0.121966, -1.086818, 0.684290
0.012500, -1.075189, 0.033269, 0.744836
0.025000, 0.033606, -0.526637, 0.462532
0.037500, 0.200699, 2.124677, 0.371721
0.050000, 1.020963, 0.783408, -0.127842
0.062500, -0.336813, -0.687155, 1.308421
0.075000, -0.935842, -2.672366, -0.772740
0.087500, -0.521566, -2.015288, 0.050368
0.100000, -0.894625, -0.013166, -0.184680
0.112500, -0.679454, -0.073738, 0.858246
0.125000, 0.376912, -0.749272, 1.402307
0.137500, 0.805901, -0.335232, 0.672569
0.150000, 1.211523, 0.046481, -0.285115
0.162500, 1.150868, -1.314275, -0.131082
0.175000, -0.470959, 0.072271, 1.673266
0.187500, -0.010243, -0.405608, -0.315257
0.200000, -0.606960, -1.596327, -0.988121
0.212500, 0.797139, 1.104701, -1.325569
0.225000, -0.971749, 1.569570, 0.158739
0.237500, -0.161904, 1.418173, -1.993640
0.250000, 0.567956, -0.014147, 0.515601
0.262500, -1.197543, 1.116747, 0.557332
0.275000, -1.435722, -0.114027, 0.941005
0.287500, -0.218842, -0.417904, -1.048327
0.300000, -0.134846, -1.100944, 0.746108
0.312500, -0.082445, 0.095849, -0.066744
0.325000, 0.018844, 1.141742, -0.157850
0.337500, 1.327689, 1.102161, 0.450572
0.350000, 0.132609, 0.059009, 0.126917
0.362500, -1.852437, 0.990603, -0.226159
0.375000, 0.930069, 0.990905, -0.741903
0.387500, 0.042636, 2.004778, -0.121761
0.400000, 0.775815, -2.856573, 1.345313
0.412500, -0.264432, -0.494680, -0.411974
0.425000, -0.580189, 1.603103, 0.915132
0.437500, 0.491166, -1.241215, 0.561441
0.450000, 0.552047, -0.137137, -0.925458
0.462500, -0.988967, -0.704301, 0.917751
0.475000, -0.383384, 1.203439, -0.357408
0.487500, -0.337412, -0.449441, -0.273967
0.500000, 1.197758, 0.547406, 0.697497
0.512500, 1.322231, -1.655215, 0.897074
0.525000, 0.070192, -1.027924, 1.656980
0.537500, 0.718244, 0.157694, -0.148101
0.550000, -1.866578, 0.576591, 2.470516
0.562500, 0.800382, -1.952629, -1.040493
0.575000, -2.133563, -1.010663, -0.155241
0.587500, -0.266058, 1.174033, 0.905076
0.600000, 2.038933, -0.499965, -1.073001
0.612500, 0.324226, 0.310326, -2.125048
0.625000, -0.154340, 1.199794, 1.570406
0.637500, -0.395309, 1.056267, 0.814178
0.650000, 0.246996, 0.403819, 0.008217
0.662500, -0.219523, -1.469965, 0.227719
0.675000, 1.445581, 0.876115, -0.828201
0.687500, -1.420598, -0.648699, -0.310809
0.700000, -0.496046, -0.830237, 2.246645
0.712500, -2.494727, 0.254104, -0.266293
0.725000, -1.806954, 0.832446, -0.010793
0.737500, -0.490853, 0.255869, 1.685899
0.750000, -0.184951, -0.223973, -0.948160
0.762500, 0.289277, -0.495083, -1.576811
0.775000, 0.244770, 0.373718, 1.981807
0.787500, -0.576553, 0.232541, -1.437760
0.800000, -0.264061, -1.256577, 0.893471
0.812500, 0.498055, -0.754735, 0.813921
0.825000, 0.756390, 0.816666, -0.119264
0.837500, 0.046731, 0.648174, -1.182057
0.850000, -1.305385, -0.630046, -0.310841
0.862500, -0.305204, 0.403917, 0.145677
0.875000, -0.149960, 0.037656, -0.100970
0.887500, 0.050195, -0.745222, 0.032876
0.900000, -0.721057, 0.533790, -0.270716
0.912500, -0.813180, 0.800938, -1.802389
0.925000, 0.798906, 1.032650, -0.182112
0.937500, 0.574717, -1.577618, -0.273073
0.950000, -1.677354, -0.625687, 0.144427
0.962500, -1.492811, 0.417924, 0.718340
0.975000, -0.767222, -2.234297, -1.040894
0.987500, 0.547373, -1.634306, 1.135928
1.000000, 1.267599, 0.036618, 1.121600
1.012500, -1.451895, -1.518594, 0.104885
1.025000, 0.259407, -0.516407, -0.719342
1.037500, -1.408842, -0.178398, -1.563931
1.050000, 0.082862, -0.423737, 0.430305
1.062500, -2.007571, 0.427298, -0.088239
1.075000, 0.591976, 0.191229, 0.296617
1.087500, 1.284979, -0.708972, -0.274806
1.100000, 1.199237, 1.054601, -0.546401
1.112500, -1.091951, -0.378369, -0.488403
1.125000, -0.383067, 0.069564, -0.120966
1.137500, 0.075081, -0.124187, 0.759725
1.150000, 0.355270, 1.157890, -1.244115
1.162500, 0.071053, 1.051389, 2.487697
1.175000, 0.575471, 1.972494, 0.787009
1.187500, 1.846682, 0.113362, -2.924674
1.200000, 0.023865, -0.506578, 2.148904
1.212500, 1.002393, -0.076231, 1.556977
1.225000, -0.128412, 1.923622, -1.017017
1.237500, 0.958265, 0.247507, -1.785067
1.250000, 0.523237, -1.420315, 0.316951
1.262500, -0.213984, 0.534639, 0.185820
1.275000, 0.373170, -0.694931, 1.220459
1.287500, -0.736306, 0.792834, -1.833495
1.300000, 1.405521, -0.037611, -0.216166
1.312500, -0.209800, -1.205286, -1.896769
1.325000, -0.508348, 0.174853, -1.783784
1.337500, 0.177854, 1.270133, 0.353728
1.350000, 0.119519, 0.658296, -0.167429
1.362500, 0.205360, -0.359927, 0.184475
